"	เราบริสุทธิ์นะ ที่กลัวคือคนที่เข้าถึงข้อมูลเราได้นี่แหละ บริสุทธิ์แค่ไหนกัน คนบริสุทธิ์ทั่วไปจะอยากเข้าถึงข้อมูลคนอื่นไปทำไม หื้มม?  #พรบคอม",fear
"	ขอถามแบบโง่ๆนะ เค้าทำไปเพื่ออะไรวะ เหมือนคนที่คอยสอดส่องทุกเรื่องเพราะกลัวโดนคนอื่นนินทาเลยอะ จะเพิ่มงานตัวเองทำไมวะ",fear
"	""อยากบอกทุกคนว่า """"อย่ากลัว"""" เพราะความกลัวของเราจะทำให้อำนาจของเขาเข้มแข็งขึ้นเรื่อยๆ เราทำอะไรได้มากกว่าที่คิดนะ… https://t.co/lCWyqatA9S""",fear
"	ต้านพรบคอมไม่ได้แค่เพราะกลัวอ่านฟิคอ่านวายไม่ได้ปะ มันคือหนึ่งในส่วนที่จะโดนจำกัด แล้วข้อเสียมันก็มีมากกว่านี้เยอะ ไม่ได้เอาข้อนี้เป็นหลัก",fear
"	เพื่อนขึ้นลิฟท์ที่ตึกสินสาดท่าพระจันทร์คนเดียว ดูที่มันเจอดิ คือนี่ไม่เจอเองยังกลัว ???????? (ตั้งแต่ตุลาแล้วนะ) http://t.co/BHF4KHclGG",fear
"	จะไปอยู่นอกโลกค่ะ โลกนี้มันน่ากลัวเกินไป",fear
"	""ตระกะ """"ไม่ทำผิดและจะกลัวอะไร"""" และ #พรบคอม ใหม่ มันก็เหมือน """"ไหนขอกุญแจบ้านหน่อย จะเข้าไปดู ไม่มีของผิดกฎหมายจะกลัวอะไร"""" #เราไม่โอเค""",fear
"	ต่อให้คุณค้าน #พรบคอม เพราะกลัวจะเล่นทวิตไม่ได้เป็นติ่งไม่ได้ หรือจะค้านเพราะมันกระทบทั้งสังคม เหตุผลทั้งสองแบบก็มีความชอบธรรมเหมือนกัน",fear
"	""อ่านละเอียดอีกที น่ากลัวมาก:",fear
"	ปัญหาหนึ่งที่ผู้ให้บริการเน็ตระดับโลกไม่มาตั้ง สนง.ในไทย แต่เลือกสิงค์โปร์ หรือ ฮ่องกงแทน เพราะมาจาก พรบ.คอมพ์ ที่กว้างขวางจนเขากลัว",fear
"	ใน3แสนที่ลงชื่อไป อาจมีคนที่ตีตนไปก่อนไข้ ได้รับข้อมูลน่ากลัวเกินเหตุก็เป็นได้ ซึ่งถ้าเป็นงั้นก็ควรแจกแจงข้อมูลที่ถูกสิ ไม่ใช่เพิกเฉย",fear
"	กูไม่กลัวนักเขียนที่เก่ง แต่กลัวนักเขียนที่ขยัน กูจำคำพูดนี้ของตัวเองได้ดี",fear
"	ขอบคุณมากเเต่บางทีกุก็กลัว555",fear
"	ไม่กลัวว่าจะไม่ได้อ่านนิยายวาย ติ่งไม่ได้นะ อันนั้นแม่งปัญญาอ่อนไปเลยเมื่อเทียบกันความเป็นส่วนตัวที่กูควรจะได้ ควยเถอะ #พรบคอม",fear
เพราะนาทีนี้มันเป็นเพื่อนของเราไปแล้ว ,fear
"	ตอนเด็กๆเวลาโกรธพ่อกับแม่จะชอบหนีขึ้นที่นอนละนอนคลุมโปงพอสักพักไอเหี้ยร้อนชิบหายจะเปิดก็อายกลัวเสียฟอร์มเลยเปิดรูให้หายใจไว้สักนิด  - -",fear
"	กลัวแล้ว ตกใจตลอด ความอิดิทของ ชป ?? https://t.co/f0zhEEpmR0",fear
"	กุเหมารวมอะ เกลียดพวกผู้ใหญ่ทั้งหมด ทำเป็นมารู้หมด เก่ง อาบน้ำร้อน ความจริงก็แค่กลัวจะคุมเด็กไม่ได้ เด็กดีคือเด็กที่ฟัง ควย  #พรบคอม",fear
"	@kwaisfood เออ เดี๋ยวตามไปเว้ย ไม่ต้องกลัวเหงา เดี๋ยวไปฮาร์ดแครี่เฮด้วยกันเว้ย",fear
"	เข้าใจว่าคนที่ไม่ได้ไปลงชื่อคัดค้าน #พรบคอม เพราะกลัวโดนล่าแม่มดอะไรแบบนี้ใช่ป่ะ แต่มาคิดอีกมุมถ้าเราไม่ทำอะไรเลยคนทีแย่ก็คือเราเองนั่นแหละ",fear
"	#พรบคอม ยังดีที่มีคนชื่อคุณสุชาติคอยค้าน ชอบที่บอกว่า ปล่อยให้กรรมการคิดเอง มันคือสิ่งอันตราย จริง ไอ้ที่เขากลัวยังไม่น่ากลัวเท่าตัวพวกเขา",fear
"	แอบรักเธอยังไม่กล้า แอบรักเธอยังต้องกลัว ฉันได้แต่เจียมตัว ว่าฉันนั้นเป็นใคร #เงาอโศก",fear
"	จะยิ้มเเสดงความยินดีก็ไม่กล้า จะชมน้องก็กลัวดราม่าเลยทำหน้าโหดมาเชียว เเต่เเม่เเอบเห็นน้า ว่ามือต๋าอะ ยกนิ้วให้น้อง… https://t.co/Lm6oaHagqm",fear
"	เลื่อนประชุมเรื่อง #พรบคอม ไม่ใช่เขากลัวอะไรหรอก เลื่อนให้มันตรงหวย คนจะได้ไม่มานั่งดูแล้วโวยวาย ง่ายจะตาย",fear
"	เราไม่ได้กลัวความผิดอยู่แล้วเพราะไม่ได้ทำไรที่ไม่ดี แต่ที่หัวร้อนคือไม่ต้องการให้คนอื่นมาตัดสินแทนว่าอันนี้ดูได้ อันห้าม อันนี้ไม่ดี #พรบคอม",fear
"	ไม่ได้กลัวทำผิดหรือเหี้ยอะไรนะ เออ กูก็กลัวเวลากูแต่งฉากอัศจรรย์ละกูโดนเหมือนกัน แต่ก็ไม่ชอบให้ใครหน้าไหนมาเสือกเรื่องที่จะทำอะไรเข้าใจป่ะ",fear
"	คิดว่าตัวแสบแบบเตนล์ไม่เล่นทวิตเดิมแน่เพราะกลัวมือลั่น ต้องมีแอคหลุม แอคที่อวยเตนล์เยอะๆก็น่าสงสัยนะว่าอาจจะเป็นเตนล์ #อันนี้แซวเล่น 55555",fear
"	""more-shit station 5555 เน่าาาาเฟะ นี่แหละที่กลัว สร้างแล้วทิ้งขว้าง แบบฉบับเมืองไทย ??",fear
"	จุฬาฯมาแล้ว ชำแหละ #พรบคอม มาเหนือด้วย บอกว่ามีอีกอันที่น่ากลัวกว่าคือ ร่างประกาศกระทรงดิจิทัล ให้อำนาจจัดการเลยไม่… https://t.co/MNooj6ppCy",fear
"	กล้องเงย์จะเบลอแล้วจะตะไม เงย์แค่ติดฟิล์มที่กล้องกลัวกล้องเป็นรอยอ่ะ ตะไม? มีปันหาหรา https://t.co/gczdQwkUPR",fear
"	ควรสั่ง Ter มาลองมั้ยยย ?????? กลัวสีไม่เข้ากะผิวแค่นี้เองเลยจริงๆ",fear
"ขนาดกวังฮียังกลัว 555555 #BIGBANGInfiniteChallenge https://t.co/5OIyJAv9iW""",fear
"	เก็บดอกไม้ดอกนึงเก็บไว้อย่างดี แต่ก็กลัวที่จะให้.",fear
"	ยัดเอาๆเหมือนกลัวใครจะมาแย่งหนูกิน แล้วเคี้ยวตุ้ยๆเลย น่ารักกก น้องแบมชะเต้ออ~ https://t.co/HDxlCV1KvH",fear
"	อ่านนสทีไม่อ่านจนเป็นวัวเป็นควาย ก็ไปเปิดฟามเลี้ยงสัวเลี้ยงควาย แต่กลัวควายจะตายอีก แม่บอกเดี๋ยวต้องไปซื้อนาให้ อห ยอมใจ55555555",fear
"	มีแต่คนให้คำนิยามว่าหล่อลื่น นี่กลัวน้อยหน้าเมื่อวานก็เลยจัดให้ 'สวยลื่น' #กระโดดถีบความมั่นหน้าของตัวเอง",fear
"	ความรักก็เหมือนแมวตัวนึง .. ถ้าเธอเข้าใจมันมากพอ .. เธอจะไม่โกรธเวลามันเผลอทำให้เราเจ็บ .. และเธอจะไม่กลัวที่ต้องรั… https://t.co/2c6u1FcA3x",fear
"	เหตุผลที่ จงฮยอน บอกว่าถ้าเกิดใหม่ได้ไม่อยากเกิดเป็นไอดอลเเล้ว กูว่าเเม่งกลัว 555555555555555555555555555555555555555 http://t.co/FkvGQ6XUjU",fear
"	กลัววันนั้นฉันจะกลายเป็นปัญหา .",fear
"	นี่กลัวการกดบัตรบังทันที่ไทยมากนะ กรูจะรอดไหมอะ จะนกมะ ??",fear
"	กลัวว่าวันนึงเราจะโตแล้วมองว่าสิ่งพวกนี้เป็นเรื่องที่ไม่ต้องทำก็ได้ไม่ต้องไปเจอก็ได้ ไม่เอาแบบนั้นนะ ต้องยังสำคัญอยู่นะ ไม่ว่าจะอายุแค่ไหน",fear
"	อันเนี้ยฮามาก คือคุณอลันเลียนเสียงกะสำเนียงดิเอโก โคตรรรรรรรรรเหมือนนนนนนนนนน ช็อคคคคคคคค ดิเอโกบอกน่ากลัวมาก555555… https://t.co/xXVNKmr9z3",fear
"	บังทันดังไปทั่วโลกขนาดนี้ เราโคตรดีใจแลยอ่ะแต่อีกใจก็กลัวกดบัตรไม่ทัน...",fear
"	แม่จ๋า มันน่ากลัวมากๆ https://t.co/BkkKdghwCt",fear
"	ถ้าชานยอลบอกความจริงไปว่าตัวเองคือซีนี่จะเป็นยังไงอ่า T-T แค่ตอนนี้แบคฮยอนก็เข้าใจผิดกันไปใหญ่แล้ว กลัวว่าจะเกลียดชยมากกว่าเดิม #จากซีแด่บี",fear
"	ตอนอยู่ม.ปลายคิดมาตลอดว่าพี่มหาลัยจะกลัวเอฟไรกันนัก มันไม่เลวร้ายขนาดนั้นหรอกถ้าตั้งใจ พอมาเรียนจริง อ๋อนะ เอฟใกล้แค่นิ เครๆ นุขอถอนคำพูด",fear
"	@PChanyeolboth มันน่ากลัวขนาดนั้นเลยหรอ หรือว่าโซเชียลประโครมให้มันดูน่ากลัวกันไปเอง นี่รู้สึกเฉยๆ…",fear
"	เมื่อออกมาล้างหน้าตอนดึกๆแล้วเสือกกลัวผี.. https://t.co/G1IwbzhKzH",fear
"	กลัวไม่ได้ไปคอนกลัวมาก",fear
"	ฉากนี้พี่ว้ากคืออ้อยไปเลย55555 ว้ากแค่ไหนแฟนก็ไม่กลัวแล้ว หนูปราบเค้าไม่ได้แล้ว เค้าต้องปราบหนูแล้ว ยัยอาทิตย์!… https://t.co/CcGqf6YH2w",fear
"	""ม้าแคระก็น่ากลัวน้อยกว่าไข่ดาวละว่ะ 5555555555555555555",fear
"	ตอนประถมคือมีค่านิยมเหยียดหนังไก่กันอะ ใครกินแล้วจะนมใหญ่งี้ นี่ก็ไม่กินเพราะกลัวตามกระแส ตอนนี้เลยมีแค่นี้อะค่ะ",fear
"	กลัวจะปีนจนสูงเกินไป จนกลับลงมาที่เดิมไม่ไหว",fear
"	""โลกที่โวลเดอร์มอร์เป็นผู้มีอำนาจนั้น----มันเป็นโลกที่น่ากลัวมากครับ",fear
"	@Kn5C2 @KyuIsMyHeart เราเจอเมนชั่นแล้วตกใจมาก อย่าประกาศแปะหาเราเลยกลัวล้าวววววว 555555555",fear
"	อย่าตกใจ มาสเตอร์โมโนคลาสสิกบอกว่าช่วงนี้จัดการตัวเองไม่ค่อยได้ ขอพักแป๊ปนึงเดี๋ยวกลัวมา เค้าไม่ได้ไปไหน 55555",fear
"	เมื่อโดนท้าก็ต้องบอกให้โลกรู้ว่าข้าเป็นเมนเต้น กลัวเค้าไม่รู้ว่าเต้นได้ จะเต้นยังไงก็ได้ขอแค่ได้เต้นตามใจฉัน… https://t.co/19qre3QTRH",fear
"	คุณยมใส่หมวกอยู่ ซันนี่เลยมองไม่เห็น ดูนางทำ เป็นใครก็กลัว 5555555555555555 #Goblin https://t.co/IPpH6z4zSr",fear
"	""'เห้ย! เตนล์! เป็นหมาป่าอย่ามากระโจนใส่เราแบบนี้ได้ป่ะ?!'",fear
'ทำไมอะโดยอง กระต่ายกลัวเรากัดหรอ?',fear
"	แก้ๆ นางเต้นกันตั้งแต่ตอนเก็บตัว เพราะลูกสาวโค้ชต้องทำโฆษณาส่งครู แต่โค้ชไม่ให้ใช้เพราะกลัวเสียภาพพจน์ ได้แชมป์แล้ว… https://t.co/rs0DVNRrBQ",fear
"	""@ilbeyourprince_ ..เราไม่เคยเห็นหมีกลัวจริงจังซะทีอ่ะ ทำไมเป็นบุคคลที่ต้นความเกรี้ยวกราดเราได้ขนาดนี้ - -"""" อื้อ! รักเหมือนกันนะ ?""",fear
"	นี่กลัวซีรีส์จะเบาไปด้วยซ้ำ กลัวหนักเรื่องรักๆใคร่ๆจนน่ารำคาญ...",fear
"แต่รูป2นี่แบบ พี่บีคะ ฮืออออ น่ากลัวจริงๆนะ ฮือออออออออ ?????????? https://t.co/ZG5FszpsYD""",fear
"	ดู itadaki high jump น้องยามาดะน่าสงสารอ่ะ ที่โดนให้เข้าบ้านผีอ่ะ นี่เค้าเข้า น่ากลัวจริงนาจาาาาา คนกลัวมากๆคือแทบบ้าอ่ะ",fear
"	สถานการณ์เช้านี้ค่ะ ติดห้องเดี๊ยนเลยค่ะ กลัวแร้ว https://t.co/OrRdN4JeHN",fear
"	@Namrinlove9 กลัวทำพัง ?? น่าจะได้อธิบายโค้ดเฉยๆ เดี๋ยวดูก่อนว่าเพื่อนทำยังไงกัน",fear
"	ต้องอ่านมหากาฬ prin bio อีกละ เนื้อหาเยอะไปไหนคะ กลัวเด็กได้เต็มสินะ T T มิดเทอมที่ผ่านมาก็เกินครึ่งไปนิดเดียวเอง ??",fear
"	หนังเก้งที่จูบโอเคสุดคือ รักแห่งสยาม กับ ฮอโมน มะ นอกนั้นคือจูบอะไร เอาปากชนกัน เม้นยิ่วกว่ากลัวเชื้ออีโบล่าจะเข้าปาก โว้ะ ไม่ต้องมีมะซีนนี้",fear
"	""รู้สึกว่า ตั้งแต่เลื่อนขั้นเป็น """"สามี"""" นี่ยิ้มระรื่นเลยนะ พี่อาทิตย์ว้ากนี่ไม่มีความกลัว #ทีมพีรญา #SotusTheSeries https://t.co/v29xYBuHBQ""",fear
"	@bongtai ก็รักนะ แต่ยังไม่ดูภาค 3 เลย กลัวใจตอนจบ 55555555",fear
"	พร้อมจะหลงเข้าป่ามาหาหนูไหมคะ หนูเนี่ย..เป็นหมาป่าที่น่ากลัวที่สุด อย่าเผลอนะคะ คิกคิก จะควักใจพี่ออกมาไม่ให้เหลือไ… https://t.co/0fP2AeOdr1",fear
"	เคยปวดท้องมากๆ แล้วเปิดกูเกิ้ล แต่ละโรคที่ขึ้นมานี่โคตรน่ากลัว แพนิคจนต้องรีบไปโรงพยาบาล สรุปหมอบอก แดกมากเกินไป อาหารไม่ย่อยเลยท้องอืด - -",fear
"	โกนหนวดต้องโซฮอต โซพอร์นขนาดนี้เลยหรอคะ.... ฮือ /*กลัวแล้ว* #colinfarrell  #Gradence https://t.co/DWrSHEyGA8",fear
"	""รถตู้ภูเก็ตขับน่ากลัวทุกคัน... ฟันธงค่ะ????",fear
"	@thatonnam @apisama_p พวกมึงแม่งน่ากลัว",fear
"	ตอนแรกแอบกลัวว่าจะไม่มีใครห้ามใคร ปรากฏวันจริงไม่มีใครห้ามใครจริงๆ ???? แต่ไม่ตลกจนล้น กำลังน่ารัก มีความตลกแบบไทบ้านเหมือนกัน ???? #จบการรีวิว",fear
"	กลัวการถูกรำคาญจากคนที่เราแคร์",fear
"	คนไม่โกหกสบายจะตาย พูดกี่ครั้งก็พูดได้เหมือนเดิม ไม่ต้องหลบตา ไม่ต้องกลัวจะมีพิรุธ พูดโกหกสิยากกว่าเยอะ แล้วโกหกทุกเรื่องนี่ไม่เหนื่อยเหรอ",fear
"กลัวคำตอบที่ออกมามันจะไม่สู้หน้ากันอีก""",fear
"	กลัวเพื่อนทำเก้าอี้หายมากๆเลย ขนาดแค่เพื่อนนั่งกรวยที่มหาลัยยังหายเลยอ่ะะะ ?? https://t.co/PoKlDHPzaZ",fear
"	เราไม่ได้กลัว แต่ความเป็นส่วนตัวอ่ะรู้จักไหมครับ #พรบคอม",fear
"	ที่จัดคอนบังทันในบราซิล จุแค่ 7000 แต่คนมาจองห้าหมื่น+ อมก ฮอตอะไรเบอร์นี้อ่ะ กลัวแล้วววว เปลี่ยนที่จัดเถอะงี้อ่ะ",fear
"	""เดี๋ยวๆ ฮยองฝนตกอยู่ ไม่กลัวเป็นหวัดหรอ?",fear
"	อ่าจ๊ะรู้แล้ววว่าเท่ห์ เราจะมองข้ามฉากลากรถสองล้อให้ซึงรีไปนะ ไอฉากสไลด์กับราวบันไดนี่เสี่ยวมากกลัวพี่เค้าจะพลาดแต่… https://t.co/82nDXbQYoz",fear
"	ทำไมต้องยืนจับมือกัน กลัวหายหรออ #เชอเนสท์ https://t.co/YK0DEPvSu2",fear
"	น่ากลัวมาก",fear
"	@KLDxDISNEY กลัวฟันผุจังค่ะ มันต้องปวดมากแน่ๆ .ดันลูกอมกลับ",fear
"	ไม่ได้หยิ่ง แค่เข้าหาคนไม่เก่ง อยากคุยด้วยแต่บางทีก็นึกไม่ออกวว่าควรตอบอะไร อยากรู้จักแต่ก็กลัวหาว่าเสือก",fear
"	พี่ผญคนนึงในเฟส โพสแต่เรื่องใต้สะดือ เงี่ยนทั้งวี่ทั้งวัน แล้วบ่นโสด โถ่อิดอก ผชไหนจะเอา เขากลัวความกะหรี่ของพี่มั้งคะ",fear
"	รีล่า กระเป๋ากบ พออยู่รวมกันทำไมน่ากลัวขนาดเน้!!?? แล้วดูอยู่กับนุ้ง นุ้งไม่กลัวหรอ แล้วคนหมวกชมพูนั้นกลัวมั้ย กบนะเ… https://t.co/7e5ntQV9eg",fear
"	น้องเรนไม่โอเคที่จะต้องเห็นโซนยอชิแดทั้งวัน โดยเฉพาะกับทิฟฟานี่ น้องเรนจะนิ่งเฉยในบางครั้งก็ตะลึงดูหวาดกลัว เราจะต้… https://t.co/XRX8yGcbUT",fear
"	""เอาตรงๆเลยก็กลัวอ่ะ",fear
"กลัวจะเสียคนที่มีอยู่ตอนนี้ไป""",fear
"	""คะแนนบั้มไม่มีดิจิดอตเต็ม โอ๊ย ",fear
"	ว่าด้วยความกลัวเมียของพี่ชานนั้น... #chansoo #สมาคมพ่อบ้านใจกล้า #คยองซูเป็นของชานยอล… https://t.co/3d1AtyBshp",fear
"	หุ่นตอนอยู่บนเวทีน่ากลัวอะ แต่ในเอ็มวีก็ไม่น่ากลัวนะ 555555555555555555555555",fear
"	ก็อยากบอกคิดถึงแฟนเก่าบ้าง แต่กลัวโดนตบ55555555555555555555555555555555555555555555555555555555555555",fear
"เอาชนะมันได้ง่ายๆ กลัวสิ่งไหนให้ทำสิ่งนั้น""",fear
"	แม่กลัวกูหลับหรอ ซื้อมาแก้วใหญ่มาก https://t.co/um2NZXWRb2",fear
"	เมื่อเลื่อนไทม์ไลน์แล้วเจอคนน่ากลัว...อวสานข้าวเที่ยง กลัวแล้วจย้า..แม่!!แม่ต้องดูอันนี้!!หนูไม่เห็นคนเดียว... https://t.co/nULe56Yeqs",fear
"	เกินมีนมา 7 ยังกลัวเลยค่ะพี่ตา",fear
"	""""""จับมือผมไว้แน่นๆตอนที่มีช่วงเวลาที่ยากลำบาก ผมอยู่นี่แล้วไม่ต้องกลัวนะ"""" ความอบอุ่นของโอ้เซฮุนนี้ เหมือนรูปที่ EXO-… https://t.co/TEX8LOsSje""",fear
"กลัวเด็กๆกลัวเรา""",fear
"	จริงๆ คือมันน่าเอ็นดูไปหมด ต่อหน้ากล้องหรือในสายตาคนอื่นดูน่ากลัว แต่ถ้าตามจะรู้ว่ากากมากกก https://t.co/I7BLJ4Gsg5",fear
"	@Faton_Opor เออไปด้วย หนังสือทุกวิชารวมกันน่ากลัวกว่าโวลเดอร์มอร์อีก อห",fear
"	?? เบื้องหลังการถ่ายทำฉาก CPR คนไข้ ยอนซอกกลัวฮยอนจินเจ็บเข่าก็เลยหาผ้ามารองเข่าให้ แถมบริการนวดฟรีด้วย ??… https://t.co/cUx5mCjGXl",fear
"	นูน่ามีความเอ็นดู เอามือรองมุมเก้าอี้ให้น้อง #Bambam กลัวน้องหัวโขกเก้าอี้ ????? https://t.co/AhwWuPJ3Ei",fear
"	กลับหอพน.เช้าแม่ง ไม่อยากกลับวันนี้กลัวจิตตกกลับไปร้องไห้อีก??",fear
"	จริงใจไม่มีอะไรต้องกลัว มีสติ ภาษานี่มีส่วน เราพูดเกาหลีกับเขาด้วยอะอาจจะช่วยมั้ง แต่ไม่ใช่ดุ่มๆพูด เขาบอกให้พูดอตอนแรกคุยอิ้ง นางก็ปล่อย",fear
"	""เป็นการต่อสู้ ที่โหดร้ายรุนแรงและน่ากลัวมากจริงๆคะ ",fear
"	เสียเงิน 50 บาท หยอดตุ๊กตานั่งเล่น นั่งยังไม่ถึง 30 วินาที เลิกค่ะ นุนิร้องไห้ กลัว ไม่ห่วงเงินแม่เลย",fear
"เอาไว้อ่านวันที่ไม่มีแรงจะเดินต่อ จะได้รู้ว่าไม่มีไรน่ากลัวถ้ามีฮุนอยู่""",fear
"	จวิ้นหลินเป็นคนกลัวความมืด แต่น่าจะหนักกว่าเจินหยวน อยู่ในที่มืดแล้วน้องจะสั่น...จับมือเฉียงซะแน่นเชียว https://t.co/XgCxzP9NPf",fear
"	เขาห้ามจุดพลุไฟในสนามค่ะ แฟนบอลไทยนี่แหละค่ะ นี่ด่าอินโดไว้เยอะ  อย่านะคะกลัวโดนสวนกลับหน้าจะแหกเอาค่ะ  #AFFSuzukiCup",fear
":กลัวคุณเปลี่ยนไป กลัวคุณจะหายไป""",fear
"	ความผูกพันมันน่ากลัวจนเกินไป",fear
"	กลัวแทแทเหงาล่ะสิ ยืดแขนย่อตัวเพื่อมาแตะไหล่น้อง รักน้องมากๆสินะ ?? #vga #taegi https://t.co/dJJYAaGTmF",fear
"	แมวที่ม. มีเยอะจริงๆนะ แต่แม่งขี้กลัว อิตัวอ้วนๆอ่ะเชื่อง ????",fear
"	หากคุณอยากมีรักที่จริงใจ คุณก็อย่าสร้างกำแพงให้ตัวเองสิ อย่ากลัวการเสียใจเพราะมันเป็นเรื่องปกติ คิดในทางบวกว่าความสุขมันเยอะกว่าเศร้าอีกนะ",fear
"	ขอยกให้นี่เป็นมาสคอตที่น่ากลัวที่สุดในโลก ฮืออออ ชูสองนิ้วก็ไม่ทำให้น่ารักขึ้นหรอกครับพี่ครับ กลัวแล้ว https://t.co/QcgJxPLM6I",fear
"	บอกตรงๆว่าเจอพี่เจงุนแล้วค่ดเสียขวัญ ตกใจกลัวแลง",fear
"	""เป็น นอมูนอมูนอมู เวอร์ที่น่ากลัวที่สุดล่ะ ทำโจควอนอ้าปากค้างได้เนี่ย 5555555",fear
"	@vx_qg กลัวเหมือนกันเลยพี่ก้อยกลัวไม่มีตังค์555555",fear
"	555555พี่น่ากลัวหรอ #เสือไลน์เปิดออพี่ขอเปิดเสื้อ https://t.co/meywf20ZDA",fear
"	ไม่ได้ว่าคนแปลนะคะ ดักไว้ก่อนเดี๋ยวมีคนเข้าใจผิด พอดีเป็นคนขี้กลัว555555555555",fear
"	แหกกฏทุกฟิคที่เคยอ่าน เมะคออ่อน กลัวความสูง กินคลีน เกือบจะมังสวิรัติ แต่เคะ กินเนื้อ กินเหล้ากินเบียร์ชิวๆ ใจกล้าแมนๆ ?? #LeoLucas",fear
"	คนเล่นอวตารเดี๋ยวนี้เขาไม่ได้กลัวว่าใครจะรู้ว่าตัวเองอวตารมาจากแอคไหนหรอกครับ เขาเล่นเพราะความสบายใจ ก็กูจะเล่นมึงจะทำไม จำได้ก็เรื่องของมึง",fear
"	พ.ร.บ. คอมพิวเตอร์ออกมาก็ไม่กลัวหรอก เพราะนี่ไม่ได้เล่นในคอม นี่เล่นในไอโฟน ตอนนี้ยังไม่มี พ.ร.บ.ไอโฟน ??",fear
"	มันเหมือนจะดี แต่ลึกๆก็กลัวว่ามันจะจบเหมือนเดิม",fear
"	โอ้ยยยยย กลัวแล้วววว55555 BOOMBAYAH ก็มาเว้ย555555555555555555555555555555555555 #AFFSuzukiCup #บอลไทย https://t.co/aV0IpvvXql",fear
"	@SEOUL90psyche นี่หยอดตลอดเว จีบก็บอกว่าจีบ ?? กั๊กอยู่ได้ พี่น้องอยู่ได้ 5555555555 (หยอก พอแล้วนะ ไม่เอานะ กลัว)",fear
"	[JELLY] Q.กลัวสามคนนั้นที่เข้ามาใน YG ก่อนพวกคุณกันไหม? กลัวใคร บีไอกับบ๊อบบี้ที่เป็นแร๊พเปอร์หรือพี่ใหญ่ของไอค่อนอ… https://t.co/7GvP3d7vQ9",fear
เซฮุน : เวลาที่ลำบากให้จับมือผมไว้แน่นๆ ไม่ต้องกลัวอะไร,fear
"	อย่าพูดเลยคำว่ารัก ฉันกลัวเธอหลอก",fear
"	@_Answerz กลัวตาร้อนหรอครับน้อง งั้นเรามาคุยกันประสาพี่น้องดีกว่า",fear
"	เหมือนเล่นเกมอะ พอมันเริ่มตายบ่อยเข้าก็จะรู้สึกปลง เล่นไปงั้นแหละ เผื่อฟลุคผ่าน กลัวจะรู้สึกกับความรักแบบนั้นซักวัน",fear
"	โป้มันแบบบ้านๆมากกกกอ่ะ น่าเอ็นดู ที่น่ากังวลคือ โป้ขึ้นมาไวและไม่มีภูมิคุ้มกันเรื่องรับมือกับซื่อเสียงเงินทองที่ไ… https://t.co/ZdJ1PzPG2k",fear
"งานวิจัยล่าสุดทำให้เราปฏิบัติตัวกับเด็กพิเศษได… https://t.co/QHHwNxTaGd""",fear
"	@Pickk_Packk ไม่ใช่ไม่ชอบเพราะกูก็ใช้บ่อย แต่มันน่ากลัว ฮือน่ากัววว",fear
"	สั่งการบ้านเหมือนกลัวกูว่างอ่ะ",fear
"	แกว่าอัลบั้ม #WINGS จะมีสเปเชี่ยลอัลบั้มป่ะวะ ตอนนี้มี 4 เวอร์แล้ว W I N G เหลือ S ว่ะ มีสัญลักษณ์ที่2 ด้วย เริ่มก… https://t.co/Cd4WEMVNlV",fear
"	กลัวแล้ว https://t.co/b9SBL4igot",fear
"	ค่อยเบาใจหน่อย นี่ห่วงเรื่องการเงินนยัม กลัวลูกไม่มีเงินใช้ ฮื่อออ แบบนี้ก็ได้เรื่อยๆก็ยังดี",fear
"	บางคนก็อยากอยู่ในความสัมพันธ์เพราะแค่กลัวเหงา",fear
"	กูจะไม่จีบใครแล้วกลัวทำเขานกแล้วโดนแหก",fear
"	ทำไมหรอยถึงได้หัวร้อนขนาดนั้นคะ แตะห้องน้ำซะพังยับ แล้วจาแข้งหรอยเป็นอะไรหรือเปล่า ห่วงหรอย กลัวหรอยเจ็บอีก นี่พักไ… https://t.co/9bQXOgH892",fear
"	@imgxdoyoung เสียงต่ำก็กลัวน้องจะมาหลงพี่",fear
"	""กลัวจะเสียเธอไป """" ทุกวัน """"""",fear
"	The Shallows (A-) เป็นหนังฉลามที่สนุก น่ากลัว และโหดสะใจมาก ไม่ค่อยได้เห็นอะไรแบบนี้นับตั้งแต่ Jaws หรือ Deep Blue… https://t.co/Rfb7aAJOAD",fear
"	นั่งดู body of proof S.3 ep.3 เออ นักวิทยาศาสตร์ก็กลัวเรื่องเหนือธรรมชาติเหมือนกัน",fear
"	กลัวหมดทุกอย่างอะตอนนี้ กลัวทุกอย่างที่เกี่ยวกับคอน ????????",fear
"	มากกว่ามะ จากหน้า เป็นกูก็กลัว กูไปกอดเขา เขากผ้ต้องกลัวหน้านี่เหมือนกัน",fear
"	5 เรื่อง The Shock ที่น่ากลัวที่สุดของเดือนพฤศจิกายน (ใครชอบฟังก็ฟังได้ ส่วนใครชอบอ่านก็ม... https://t.co/HsZpMGecIG",fear
"	@heyjennydae กลัวมึงคิดถึงงง",fear
"	""อะไรน่ากลัวกว่ากัน",fear
"	""แจกโปสเตอร์MOBBเนื่องจากวันเกิดเมนนนสุดฮอตงับ  สุ่มจากรีอย่างเดียวเน้อ",fear
"ประกาศผลวันที่20 /กลัวนกไม่มีคนให้แจกอ่ะ5555… https://t.co/XMNMz1vWjc""",fear
